ZWSE749V	Dustūr uṣūl al-mīqāt wa-natījat al-naẓr fī taḥrīr al-awqāt; [Ahlwardt no. 5718 et al; Landberg 528]	Landberg 528
YGTTKT32	Sharḥ mukhtaṣar li-Zayn al-ʿĀbidīn ʿalá al-muqaddimah al-musammāh bi-'l-lamʿ fī ʿilm al-ḥisāb; [Ahlwardt no. 5990; Landberg 548]	Landberg 548
NXNKNXQK	al-Futūḥāt al-wahbiyah sharḥ al-risālah al-fatḥiyah; [Ahlwardt no. 5822 et al; Landberg 558]	Landberg 558
4W2VMKEA	al-Samt; [Ahlwardt no. 5753; Landberg 574]	Landberg 574
5SCQ6GGC	Risala fī maʿrifah inna al-Nīl yazīd aw yanqaṣ min al-muʿtād; [Ahlwardt no. 6116; Landberg 597]	Landberg 597
PWHE1V9B	Matn al-wasīlah fī ʿilm al-ḥisāb; [Ahlwardt no. 5985; Landberg 599]	Landberg 599
33H6FH5H	Mukhtaṣar al-bāriʿ fī 'l-falak wa-'l-ṭawābiʿ; [Ahlwardt no. 5662; Landberg 608]	Landberg 608
2WNQSTKD	Sharḥ Ishkāl al-taʾsīs, f. 1-31; [Ahlwardt no. 5944 et al; Landberg 700]	Landberg 700
WADETW4Y	Sharḥ K. al-Lamʿah fī ḥall al-kawākib al-siyārah al-sabʿah; [Ahlwardt no. 5687; Landberg 721]	Landberg 721
8XWYTZ26	Mukhtaṣar fī ʿilm al-ḥisāb; [Ahlwardt no. 5983; Landberg 724]	Landberg 724
1T0Z5TU5	Masʾalah min ʿilm al-ḥisāb; [Ahlwardt no. 5999; Landberg 725]	Landberg 725
WU8MY3Z7	al-Sirāj al-anwār fī Kayfiyah al-ʿaml bi-'l-rubʿ al-muqanṭar; [Ahlwardt no. 5865 et al; Landberg 734]	Landberg 734
9WQEEK5W	Kitab Iqlīdis; [Ahlwardt no. 5920; Landberg 789]	Landberg 789
Z8NV0CTW	Lamʿah fī ḥall al-kawākib al-sabʿah; [Ahlwardt no. 5686; Landberg 801]	Landberg 801
G3QWK4AC	Astronomic charts; [Ahlwardt no. 5770; Landberg 901]	Landberg 901
2AG56K0B	Wasīlah al-ṭulāb li-maʿrifah aʿmāl al-layl wa-'l-nahār bi-ṭarīq al-ḥisāb; [Ahlwardt no. 5700; Landberg 953]	Landberg 953
94361DFP	Astronomic charts; [Ahlwardt no. 5753; Landberg 1038]	Landberg 1038
KPHXWD6Q	Collection of astronomic works and charts from Yemen; [Ahlwardt no. 5746 et al; Glaser 21]	Glaser 21
74QU8KS5	K. al-Hindī, ff. 89-123; [Ahlwardt no. ; Glaser 103]	Glaser 103
EVC8N87R	Astronomic work (copy Yemen 8th/14th ct.); [Ahlwardt no. 5731; Glaser 163]	Glaser 163
0DN9PRCF	r. fī maʿrifah istikhrāj aʿmāl al-layl wa-'l-nahār bi-rubʿ al-jīb; [Ahlwardt no. 5826 et al; Glaser 227]	Glaser 227
W0XP5E4U	K. Maʿūnat aṭ-Ṭullāb fī maʿrifat al-ḥisāb; [Ahlwardt no. 5977 et al; Glaser 239]	Glaser 239
TU5XE7C1	r. fī 'l-muqanṭarāt wa-'l-jīb; [Ahlwardt no. 5860; Sprenger 1835]	Sprenger 1835
CCP11NGY	al-Hayʾah al-saniyah fī 'l-hayʾah al-sunnīyah; [Ahlwardt no. 5697; Sprenger 1837]	Sprenger 1837
ZUWAT0ZQ	[Ahlwardt no. 5661; Sprenger 1841]	Sprenger 1841
9BRCYKAB	[Ahlwardt no. 5827; Sprenger 1848]	Sprenger 1848
BV8GC334	[Ahlwardt no. 5733; Sprenger 1849]	Sprenger 1849
SF8579Q0	[Ahlwardt no. 5660; Sprenger 1855]	Sprenger 1855
3RGA5A05	al-Fasul, f. 1-15; [Ahlwardt no. 5712; Sprenger 1857]	Sprenger 1857
82R7ZZSX	Gadawil; [Ahlwardt no. 5758; Sprenger 1858]	Sprenger 1858
6UZB2ZF0	[Ahlwardt no. 5845; Sprenger 1866]	Sprenger 1866
NDG2XP4X	[Ahlwardt no. 5769; Sprenger 1869]	Sprenger 1869
ZE7H56YG	[Ahlwardt no. 5812; Sprenger 1872]	Sprenger 1872
NRH0KE0C	[Ahlwardt no. 5857; Sprenger 1877]	Sprenger 1877
WHHX8GQR	[Ahlwardt no. 5761; Sprenger 1979]	Sprenger 1979
9RA7Q4E4	[Ahlwardt no. 5767; Dq49]	Dq 49
KNA1AZYB	[Ahlwardt no. 5674, 5830; Pet673]	Pet673
5XK3NNZ8	[Ahlwardt no. 5837; Pm228]	Pm228
52M37YG2	[Ahlwardt no. 5786; Mo200]	Mo200
X1MZZZUQ	[Ahlwardt no. 5773; Mq98]	Mq98
WNP9PH6D	[Ahlwardt no. 5792; Mq99]	Mq99
768MAEZ5	[Ahlwardt no. 5818; Mq100]	Mq100
TG5CBFFX	Šarḥ Ibn-Hāyim, f. 71-98; [Ahlwardt no. 5963 ; Mq 103]	Mq 103
Z0D5TC82	[Ahlwardt no. 5863; Mq690]	Mq690
VCBUFM96	K. Ṣuwar al-kawākib; [Ahlwardt no. 5659; Mq704]	Mq704
YU42N9Z8	al-Qānūn al-Masʿūdī; [Ahlwardt no. ; Mq1613]	Mq 1613
14MQCGHU	Collection [Ahlwardt no. ; Mq1867]	Mq 1867
9EGT2BRM	[Ahlwardt no. 5846; WE175]	WE175
Y8TVP51Y	[Ahlwardt no. 5692; We1130]	We 1130
9C08PCUP	[Ahlwardt no. 5757; We1134]	We 1134
SYA8GMGK	[Ahlwardt no. 5678; We1136]	We1136
703D1GT3	[Ahlwardt no. 5754, 5755, 5756; We1138]	We1138
WB8YDER8	[Ahlwardt no. 5684; We1138a]	We1138a
D0D28400	[Ahlwardt no. 5716; We1143]	We1143
F40PGG95	[Ahlwardt no. 5759; We1146]	We 1146
14BN550Q	[Ahlwardt no. 5760,5772; We1148]	We1148
RA5U8CXC	[Ahlwardt no. 5707; We1149]	We1149
GH7ZS1D9	[Ahlwardt no. 5724; We1150]	We1150
DM96NQ9T	[Ahlwardt no. 5840; We1151]	We1151
C6PPH93P	[Ahlwardt no. 5721; We1152]	We1152
1GCQ2A0A	[Ahlwardt no. 5726; We1736a]	We1736a
ZB25P1RA	[Ahlwardt no. 5734; We1813]	We1813
V775Y3WC	[Ahlwardt no. 5817; We 1817]	We 1817
WVSC7VM5	[Ahlwardt no. 5735; We1834]	We1834
K52ER1YK	[Ahlwardt no. 5685; We1869]	We1869
3V432ZHS	[Mf34]	Mf34
QSV2AF5S	[Mf56]	Mf 56
SM52UMAV	[Mf1296]	Mf 1296
5XT0G6XR	[Mq17]	Mq 17
9T0C7D2H	[Mq55]	Mq 55
YE2KMPMT	[Mq60]	Mq 60
QRHAD3QS	[Mq62]	Mq 62
CGBGUH18	[Mq63]	Mq 63
M55N9CS6	[Mq67]	Mq67
9ZY4PYGG	[Mq69]	Mq 69
6XRNKUKV	[Mq90]	Mq 90
PP12ZB73	[Mq113]	Mq113
RTRTX10P	[Mq115]	Mq115
TTXMKGEU	[Mq120]	Mq120
X3H0NXES	[Mo146]	Mo146
R47Z9P5A	[Mq180b]	Mq180b
G43PXGT6	[Mq293]	Mq293
7DXAVFU9	[Mq294]	Mq294
GX3URBYN	[Mq299]	Mq299
EWPZ4CRE	[Mq303]	Mq303
W7BZRS9T	[Mq510]	Mq510
CDCKRHVT	[Mq618]	Mq618
Y4DM5MU9	[Mq728]	Mq728
DYY2GQ1K	[Mo28]	Mo28
9U845SM0	[Mo35]	Mo35
1WDTQT79	[Mo123]	Mo123
6XDTVQD3	[Mo205]	Mo205
XAAKBPZQ	[Mo252]	Mo252
T7RDXZZU	[Mo298]	Mo298
N6NEE1MG	[Sachau63]	Sachau63
T9319687	[Sachau77]	Sachau77
WRQEXG1A	[Sachau103]	Sachau103
SVXZ2SXU	[Glaser3]	Glaser3
NC8BP8KM	[Glaser6]	Glaser6
UGTHY0RG	[Glaser12]	Glaser 12
PGBX9F2A	[Glaser13]	Glaser13
RUK8AFQP	[Glaser26]	Glaser26
RNEZE8Z6	[Glaser29]	Glaser29
YB4U050C	[Glaser52]	Glaser52
TRQNNGSR	[Glaser82]	Glaser82
E098F3GY	[Glaser83]	Glaser83
M0XAYXH0	[Glaser168]	Glaser168
XQH10RER	[Glaser171]	Glaser171
MWG2QDZ9	[Glaser181]	Glaser181
CRZS9DGH	[Glaser191]	Glaser191
C7RU4VY2	[Landberg29]	Landberg29
26A3FGU6	Landberg_72	Landberg72
5AN0VGK8	[Landberg95]	Landberg95
6188FM1C	[Landberg348]	Landberg348
1M75N53E	[Landberg394]	Landberg394
2EBGM67W	[Landberg402]	Landberg402
409E3DCG	[Landberg414]	Landberg414
GEWZ52P2	[Landberg471]	Landberg471
ZC348HEA	[Landberg473]	Landberg473
YA2DSYNP	[Landberg526a]	Landberg526a
5QUBPG2E	[Landberg533]	Landberg533
CC2KDXXX	[Landberg540]	Landberg540
MMDN8FQU	[Landberg563]	Landberg563
HE9AH1QG	[Landberg688]	Landberg688
EZ3FM5PE	[Landberg691]	Landberg691
HERAZFNC	[Landberg704]	Landberg704
AU591E8A	[Landberg706]	Landberg 706
WS8EXX1H	[Landberg726]	Landberg 726
Z1AS4XMP	[Landberg730]	Landberg730
H0KER885	[Landberg785]	Landberg785
N699EE92	[Landberg792]	Landberg792
FM05UE82	[Landberg804]	Landberg804
EDKYSUR0	[Landberg808]	Landberg808
05AD9Q0P	[Landberg809]	Landberg809
M9XBU92T	[Landberg810]	Landberg810
527HR282	[Landberg851]	Landberg851
2BPAV5AP	[Landberg874]	Landberg874
DX904FN7	[Landberg904]	Landberg904
5MB6HBYV	[Landberg954]	Landberg954
EY8APK0A	[Landberg962]	Landberg962
8BMBW4G4	[Landberg990]	Landberg990
7T85HQNS	[Landberg1020]	Landberg1020
BVED1RUM	[Landberg1024]	Landberg1024
RX32XGR4	[Landberg1045]	Landberg1045
ZTG8VDBH	[Landberg1047]	Landberg1047
S1C20QWU	[Sprenger579]	Sprenger579
QQVPRVXX	[Sprenger741]	Sprenger741
0P6ZPAFN	[Sprenger806]	Sprenger806
RNQB6XU1	[Sprenger853]	Sprenger853
MHXNZTW8	[Sprenger1765]	Sprenger1765
66WEWE7W	[Sprenger1768]	Sprenger1768
0SWBP6BQ	[Sprenger1769]	Sprenger1769
E68HPXVW	[Sprenger1773]	Sprenger1773
709T760M	[Sprenger1775]	Sprenger1775
G38FHNCR	[Sprenger1785]	Sprenger1785
YDDYCNW2	[Sprenger1786]	Sprenger1786
WC4MAWP9	[Sprenger1794]	Sprenger1794
E4K1BZGY	[Sprenger1795]	Sprenger1795
HQESA6Z6	[Sprenger1796]	Sprenger1796
5A6C91YB	[Sprenger1797]	Sprenger1797
AAKKB2NQ	[Sprenger1798]	Sprenger1798
3FDDK5VY	[Sprenger1809]	Sprenger1809
GUCEC4F8	[Sprenger1818]	Sprenger1818
UUNYNDD0	[Sprenger1825]	Sprenger1825
F2T6N181	[Sprenger1983]	Sprenger1983
RGVU2Q6P	[Sprenger2051]	Sprenger2051
W2RU181H	[Pet62]	Pet62
6V4DMEHM	[Pet315]	Pet315
UV4YZDKD	[Pet364]	Pet364
NT5EXG5E	[Pet366]	Pet366
5EZS7QN2	[Pet538]	Pet538
Q48258BU	[Pet540]	Pet540
GKCQPW4C	[Pet541]	Pet541
QNMU1Y7R	[Pet542]	Pet542
ZZPSPUX3	[Pet566]	Pet566
KYPD5EQQ	[Pet567]	Pet567
9YB667BV	[Pet670]	Pet670
NXDAZZYU	[Pet678]	Pet678
HK1KXEAS	[Pet679]	Pet679
PHV1DN89	[Pet680]	Pet680
GFF9GXY2	[Pet686]	Pet686
1NY8YTTK	[Pet687]	Pet687
KZHA448R	[Pet701]	Pet701
ZES7ZSRY	[Pm15]	Pm15
8V9WBD9T	[Pm51]	Pm51
PRBD34TT	[Pm74]	Pm74
93ZNG8YY	[Pm79]	Pm79
SY6EG167	[Pm101]	Pm101
PBQS3G43	[Pm102]	Pm102
SP3BEXHH	[Pm150]	Pm150
6573GCC6	[Pm226]	Pm226
KG1H663Q	[Pm253]	Pm253
B5WCTPK3	[Pm255]	Pm255
1UNXF1GM	[Pm402]	Pm402
Y5NPFTMF	[Pm428]	Pm428
S3610Y72	[Pm481]	Pm481
YXDXS5HG	[Pm653]	Pm653
4ZP01NGT	[Pm681]	Pm681
EE89RVH2	[Minutoli182]	Minutoli182
GHBFW2C7	[Minutoli235]	Minutoli235
N5RTG0FC	[WE83]	WE83
MK7D4B4T	[WE84]	WE84
M2TCAPP4	[WE85]	WE85
8S29CKQH	[WE91]	WE91
PPDVYMP1	[We1087]	We1087
8GDUVC9M	[We1127]	We1127
7TGX44B1	[We1131]	We1131
U1ZXKQ5X	[We1132]	We1132
XNUH8P1G	[We1133]	We1133
4TS9E6YD	[We1139]	We1139
EX552DH4	[We1244]	We1244
88Z15RK7	[We1245]	We1245
W028ATN3	[We1247]	We1247
T85QNYCC	[We1249]	We1249
WEEXTSX4	[We1250]	We1250
A3D4BSUK	[We1251]	We1251
4XX6AG9A	[We1255]	We1255
GYFKXZSA	[We1716]	We1716
SPGSW20P	[We1734]	We1734
613N5XKM	[We1746]	We1746
9D5CH18W	[We1762]	We1762
5P84C1ZX	[We1763]	We1763
TFPMCM67	[We1766]	We1766
HZA9U6GN	[We1771]	We1771
WRPNC26P	[We1781]	We1781
7UW56KCD	[We1782]	We1782
3K9KP5B9	[We1809]	We1809
MMUR1Q63	[We1810]	We1810
5D32F44N	[We1825]	We1825
5NQPVZ3A	[We1838]	We1838
W8PSFVCW	[Landberg526c]	Landberg526c
47W6DFK4	[Landberg526b]	Landberg526a
NM5YDK28	… commenary by Birjandi	Ms. or. fol. 1405
8B99ETK5	ibri, cmt on minhaj al-wusul	Ms. or. fol. 3006
NNGTPNYR	al-Shirazi, al-Tuhfat al-sadiyya	Ms. or. fol. 3017
VEUT3QQ7	Qutb al-din on Isharat…	Ms. or. fol. 3021
MKB4V9VH	Gloss of Agha Husayn on Tajrid al-Kalam (Tusi)	Ms. or. fol. 3035
GUC9KBG5	Lawami' al-asrar (Qutb al-Din on Urmawi Matali' al-anwar)	Ms. or. fol. 3051
5TZ5Z0KF	al-Zij al-ridwani	Ms. or. fol. 3102
FRKWG36U	Kitab al-burhan (Ibn Rushd)	Ms. or. fol. 3176
WGCYQ6TA	al-Jami	Ms. or. fol. 3306
UN6TGTH6		Ms. or. fol. 3326
XG46R3SU	astr.	Ms. or. fol. 3405
H3USZD2A	Rasa'il Kamal pasha zadhe	Ms. or. fol. 4106
HBZKBXPQ	ghazzali ihya ect. (Sammelhandschrift)	Ms. or. fol. 4249
HSNSDU2Q	Extract from Qifti's Ta'rikh al-hukama	Ms. or. quart. 786
SW2DK2N8	commentary on al-Mawaqif fi ´ilm al-kalam	Ms. or. quart. 790
8N2QMFDF		Ms. or. quart. 840
U9RTQB20	Matali' al-anzar (Isfahani on Baydawi)	Ms. or. quart. 884
483RUKYB	commentary on hidayat la-hikmah	Ms. or. quart. 971
KD4RAD4T	al faraq bayana al-nafs wa-al-ruh	Ms. or. quart. 1075
VKRZBZDY	commentary on Muntakhab fi usul al-din	Ms. or. quart. 1192
VARAY833	mawaqif, commentary by jurjani	Ms. or. quart. 1193
N1CTY2H5	Kifayat al-'awamm Minutoli 'ilm al-kalam	Ms. or. quart. 1342
QMRAPWFN	Medrese, 194	Ms. or. quart. 1384
1PV9QRD3	mathematics	Ms. or. quart. 1418
Z3FPZMBG	practical philosophy	Ms. or. quart. 1432
7FDUPCKK	Mathematics	Ms. or. quart. 1436
0TY9RHW0	Hasan al-Yusi Hawashi ala al-~aqidah of al-Sanusi	Ms. or. quart. 1440
6RGM9U05	Mathematics	Ms. or. quart. 1441
057B6TGU	Glosess on Hidayat al-hikmah by Lari and supergloss by Kafarawi	Ms. or. quart. 1474
R4CXDYDR	Ahmad al-Damanhuri, al-Anwar al-satiah (logic)	Ms. or. quart. 1475
AAHFK2TF	Nasafi- Bahr al-kalam. Ithaf al-mushtaq. Commentary on the Wad'iyah of al-lji	Ms. or. quart. 1526
VK6K040Q	Samarqandiyah, Wad'iyah, Isti'arat	Ms. or. quart. 1542
FSXPVBXK	kashf al-zunun, dated 1130	Ms. or. quart. 1606
24C05Y7P	astrology and astr.: , majmu'. Al ikhtiyarat al-ala'iyah, manazil al-qamar, etc	Ms. or. quart. 1617
PGHY8QUN	sharh al mulakhkhas	Ms. or. quart. 1636
3FDEBVBM	sharh minhaj al baydawi	Ms. or. quart. 1641
4370E5WH	majmuh'; astronomy etc. dated 865	Ms. or. quart. 1694
WMY6ARYN	taqwim calligraphed	Ms. or. quart. 1697
U48H1KTB	Mafatih al-ni'ma fi al-batin	Ms. or. quart. 1702
RF3TDP6R	Glosses on the commentary by tahtani on Baydawi's Matali' al-anwar, dated 868	Ms. or. quart. 1709
GZGQU5Q1	Glosses on hidayat al-hikmah	Ms. or. quart. 1736
